,Wavelength[nm],Average
0,320.469,-0.75
1,323.166,0.381443
2,325.861,0.560606
3,328.553,0.454545
4,331.243,0.52381
5,333.93,0.26087
6,336.615,0.040984
7,339.297,0.151899
8,341.976,0.341772
9,344.653,0.033333
10,347.327,0.083333
11,349.998,0.292453
12,352.666,0.027778
13,355.331,0.352113
14,357.994,0.52
15,360.653,0.028571
16,363.309,0.666667
17,365.962,-0.156627
18,368.612,0.243243
19,371.259,0.175258
20,373.903,1.22807
21,376.543,0.350877
22,379.18,-0.101124
23,381.813,0.135593
24,384.443,0.1
25,387.07,0.627119
26,389.693,0.0
27,392.313,0.115385
28,394.929,0.675325
29,397.541,0.134146
30,400.15,0.4
31,402.755,0.178218
32,405.356,-0.102041
33,407.954,0.59292
34,410.547,0.557377
35,413.137,0.464286
36,415.723,0.386076
37,418.305,0.494186
38,420.883,0.552301
39,423.457,0.503448
40,426.027,0.596413
41,428.593,0.670175
42,431.154,0.609091
43,433.712,0.671245
44,436.265,0.640806
45,438.814,0.674825
46,441.359,0.676498
47,443.9,0.68174
48,446.436,0.675604
49,448.967,0.687264
50,451.495,0.680025
51,454.018,0.692735
52,456.536,0.687927
53,459.05,0.706699
54,461.559,0.706241
55,464.064,0.717492
56,466.564,0.715162
57,469.06,0.721383
58,471.551,0.727014
59,474.037,0.709034
60,476.518,0.728683
61,478.995,0.738701
62,481.467,0.743357
63,483.934,0.742792
64,486.396,0.74191
65,488.853,0.757201
66,491.305,0.750037
67,493.753,0.753419
68,496.195,0.772012
69,498.632,0.777147
70,501.065,0.790137
71,503.492,0.784215
72,505.914,0.80279
73,508.332,0.797883
74,510.743,0.810837
75,513.15,0.82127
76,515.552,0.84491
77,517.948,0.849105
78,520.339,0.849696
79,522.725,0.863898
80,525.106,0.876051
81,527.481,0.87773
82,529.851,0.88074
83,532.216,0.877481
84,534.575,0.878381
85,536.929,0.885104
86,539.277,0.88512
87,541.62,0.896105
88,543.957,0.882921
89,546.289,0.883743
90,548.616,0.885594
91,550.936,0.88759
92,553.252,0.874744
93,555.561,0.881714
94,557.865,0.884836
95,560.164,0.896936
96,562.457,0.904107
97,564.744,0.915136
98,567.025,0.910446
99,569.301,0.919435
100,571.571,0.923177
101,573.835,0.913969
102,576.093,0.930625
103,578.346,0.922581
104,580.593,0.930314
105,582.834,0.941246
106,585.069,0.949891
107,587.299,0.954787
108,589.522,0.948702
109,591.74,0.957366
110,593.952,0.957785
111,596.158,0.959028
112,598.358,0.943453
113,600.551,0.93784
114,602.739,0.929601
115,604.922,0.916812
116,607.098,0.897899
117,609.268,0.901481
118,611.432,0.899334
119,613.59,0.89301
120,615.742,0.880879
121,617.887,0.882527
122,620.027,0.88586
123,622.161,0.884142
124,624.289,0.890329
125,626.41,0.883895
126,628.526,0.871736
127,630.635,0.864832
128,632.738,0.879159
129,634.835,0.867355
130,636.926,0.867314
131,639.011,0.861939
132,641.089,0.856501
133,643.162,0.860399
134,645.228,0.856686
135,647.288,0.850637
136,649.341,0.859841
137,651.389,0.861278
138,653.43,0.869652
139,655.465,0.87217
140,657.494,0.873793
141,659.516,0.868231
142,661.532,0.879329
143,663.542,0.87358
144,665.546,0.878107
145,667.543,0.875917
146,669.535,0.886144
147,671.519,0.877272
148,673.498,0.899069
149,675.47,0.851931
150,677.436,0.877545
151,679.396,0.883728
152,681.349,0.871578
153,683.296,0.865444
154,685.236,0.892296
155,687.171,0.89697
156,689.099,0.897009
157,691.02,0.876718
158,692.935,0.882324
159,694.844,0.878835
160,696.747,0.883847
161,698.643,0.896254
162,700.533,0.869025
163,702.416,0.869393
164,704.293,0.896057
165,706.164,0.906202
166,708.029,0.900872
167,709.887,0.856898
168,711.738,0.942561
169,713.584,0.872105
170,715.423,0.928416
171,717.255,0.846409
172,719.082,0.894402
173,720.901,0.87747
174,722.715,0.834232
175,724.522,0.828966
176,726.323,0.821543
177,728.117,0.815287
178,729.905,0.736283
179,731.687,0.820611
180,733.462,0.761411
181,735.232,0.755605
182,736.994,0.853488
183,738.751,0.771363
184,740.501,0.740831
185,742.244,0.665829
186,743.982,0.867868
187,745.713,0.747826
188,747.437,0.792994
189,749.156,0.673469
190,750.868,0.574468
191,752.573,0.597744
192,754.273,0.729412
