,Wavelength[nm],Average
0,320.469,32.0
1,323.166,115.0
2,325.861,95.0
3,328.553,105.0
4,331.243,106.0
5,333.93,123.0
6,336.615,150.0
7,339.297,179.0
8,341.976,174.0
9,344.653,144.0
10,347.327,186.0
11,349.998,210.0
12,352.666,215.0
13,355.331,240.0
14,357.994,255.0
15,360.653,340.0
16,363.309,420.0
17,365.962,662.0
18,368.612,1025.0
19,371.259,2058.0
20,373.903,4560.0
21,376.543,10557.0
22,379.18,22498.0
23,381.813,41113.0
24,384.443,54532.0
25,387.07,54520.0
26,389.693,54612.0
27,392.313,54615.0
28,394.929,54475.0
29,397.541,54627.0
30,400.15,54569.0
31,402.755,50348.0
32,405.356,38300.0
33,407.954,27097.0
34,410.547,18521.0
35,413.137,12810.0
36,415.723,8819.0
37,418.305,6222.0
38,420.883,4327.0
39,423.457,3059.0
40,426.027,2273.0
41,428.593,1716.0
42,431.154,1365.0
43,433.712,1100.0
44,436.265,985.0
45,438.814,841.0
46,441.359,769.0
47,443.9,706.0
48,446.436,675.0
49,448.967,686.0
50,451.495,693.0
51,454.018,620.0
52,456.536,641.0
53,459.05,617.0
54,461.559,598.0
55,464.064,622.0
56,466.564,663.0
57,469.06,660.0
58,471.551,670.0
59,474.037,693.0
60,476.518,733.0
61,478.995,739.0
62,481.467,746.0
63,483.934,766.0
64,486.396,786.0
65,488.853,737.0
66,491.305,789.0
67,493.753,863.0
68,496.195,870.0
69,498.632,906.0
70,501.065,965.0
71,503.492,968.0
72,505.914,999.0
73,508.332,974.0
74,510.743,1046.0
75,513.15,1031.0
76,515.552,1025.0
77,517.948,1044.0
78,520.339,1038.0
79,522.725,1111.0
80,525.106,1010.0
81,527.481,1064.0
82,529.851,1028.0
83,532.216,1039.0
84,534.575,1039.0
85,536.929,982.0
86,539.277,1000.0
87,541.62,1007.0
88,543.957,958.0
89,546.289,876.0
90,548.616,863.0
91,550.936,813.0
92,553.252,844.0
93,555.561,780.0
94,557.865,776.0
95,560.164,725.0
96,562.457,736.0
97,564.744,657.0
98,567.025,632.0
99,569.301,608.0
100,571.571,611.0
101,573.835,528.0
102,576.093,528.0
103,578.346,519.0
104,580.593,502.0
105,582.834,476.0
106,585.069,425.0
107,587.299,458.0
108,589.522,390.0
109,591.74,401.0
110,593.952,405.0
111,596.158,308.0
112,598.358,347.0
113,600.551,379.0
114,602.739,345.0
115,604.922,298.0
116,607.098,301.0
117,609.268,257.0
118,611.432,243.0
119,613.59,217.0
120,615.742,245.0
121,617.887,246.0
122,620.027,232.0
123,622.161,221.0
124,624.289,187.0
125,626.41,211.0
126,628.526,186.0
127,630.635,184.0
128,632.738,161.0
129,634.835,192.0
130,636.926,114.0
131,639.011,177.0
132,641.089,149.0
133,643.162,126.0
134,645.228,140.0
135,647.288,137.0
136,649.341,129.0
137,651.389,129.0
138,653.43,103.0
139,655.465,116.0
140,657.494,90.0
141,659.516,111.0
142,661.532,108.0
143,663.542,80.0
144,665.546,95.0
145,667.543,91.0
146,669.535,88.0
147,671.519,109.0
148,673.498,93.0
149,675.47,105.0
150,677.436,78.0
151,679.396,83.0
152,681.349,66.0
153,683.296,84.0
154,685.236,83.0
155,687.171,46.0
156,689.099,49.0
157,691.02,53.0
158,692.935,51.0
159,694.844,59.0
160,696.747,22.0
161,698.643,53.0
162,700.533,47.0
163,702.416,35.0
164,704.293,27.0
165,706.164,50.0
166,708.029,41.0
167,709.887,61.0
168,711.738,45.0
169,713.584,48.0
170,715.423,32.0
171,717.255,28.0
172,719.082,55.0
173,720.901,30.0
174,722.715,43.0
175,724.522,27.0
176,726.323,52.0
177,728.117,31.0
178,729.905,32.0
179,731.687,16.0
180,733.462,39.0
181,735.232,35.0
182,736.994,-7.0
183,738.751,60.0
184,740.501,23.0
185,742.244,52.0
186,743.982,22.0
187,745.713,41.0
188,747.437,36.0
189,749.156,63.0
190,750.868,29.0
191,752.573,16.0
192,754.273,25.0
193,755.966,18.0
194,757.653,19.0
195,759.333,53.0
196,761.008,37.0
197,762.676,37.0
198,764.337,6.0
199,765.993,-4.0
200,767.642,24.0
201,769.285,23.0
202,770.922,30.0
203,772.552,21.0
204,774.176,33.0
205,775.795,14.0
206,777.406,23.0
207,779.012,17.0
208,780.611,38.0
209,782.205,13.0
210,783.792,14.0
211,785.373,34.0
212,786.947,4.0
213,788.516,39.0
214,790.078,44.0
215,791.635,28.0
216,793.185,15.0
217,794.729,55.0
218,796.267,27.0
219,797.799,26.0
220,799.325,35.0
221,800.844,16.0
222,802.358,8.0
223,803.866,19.0
224,805.368,14.0
225,806.863,20.0
226,808.353,7.0
227,809.836,20.0
228,811.314,-1.0
229,812.786,2.0
230,814.252,17.0
231,815.711,-24.0
232,817.165,-5.0
233,818.613,10.0
234,820.055,2.0
235,821.491,5.0
236,822.922,-7.0
237,824.346,40.0
238,825.765,6.0
239,827.178,-12.0
240,828.585,32.0
241,829.986,35.0
242,831.381,26.0
243,832.771,33.0
244,834.155,27.0
245,835.533,33.0
246,836.906,18.0
247,838.272,14.0
248,839.633,27.0
249,840.989,36.0
250,842.339,31.0
251,843.683,22.0
252,845.021,4.0
253,846.354,36.0
254,847.682,12.0
