,Wavelength[nm],Average
0,320.469,6.0
1,323.166,54.0
2,325.861,33.0
3,328.553,58.0
4,331.243,70.0
5,333.93,36.0
6,336.615,33.0
7,339.297,68.0
8,341.976,70.0
9,344.653,100.0
10,347.327,65.0
11,349.998,99.0
12,352.666,115.0
13,355.331,145.0
14,357.994,144.0
15,360.653,184.0
16,363.309,268.0
17,365.962,362.0
18,368.612,613.0
19,371.259,1150.0
20,373.903,2711.0
21,376.543,6428.0
22,379.18,13956.0
23,381.813,26344.0
24,384.443,42580.0
25,387.07,53354.0
26,389.693,54573.0
27,392.313,54543.0
28,394.929,54485.0
29,397.541,53791.0
30,400.15,44758.0
31,402.755,32650.0
32,405.356,23599.0
33,407.954,16524.0
34,410.547,11223.0
35,413.137,7747.0
36,415.723,5485.0
37,418.305,3811.0
38,420.883,2686.0
39,423.457,1971.0
40,426.027,1450.0
41,428.593,1069.0
42,431.154,915.0
43,433.712,755.0
44,436.265,644.0
45,438.814,584.0
46,441.359,498.0
47,443.9,520.0
48,446.436,444.0
49,448.967,472.0
50,451.495,496.0
51,454.018,452.0
52,456.536,479.0
53,459.05,465.0
54,461.559,495.0
55,464.064,502.0
56,466.564,497.0
57,469.06,499.0
58,471.551,556.0
59,474.037,486.0
60,476.518,482.0
61,478.995,525.0
62,481.467,512.0
63,483.934,515.0
64,486.396,516.0
65,488.853,445.0
66,491.305,518.0
67,493.753,484.0
68,496.195,457.0
69,498.632,437.0
70,501.065,435.0
71,503.492,432.0
72,505.914,459.0
73,508.332,426.0
74,510.743,412.0
75,513.15,417.0
76,515.552,425.0
77,517.948,416.0
78,520.339,361.0
79,522.725,407.0
80,525.106,378.0
81,527.481,340.0
82,529.851,370.0
83,532.216,373.0
84,534.575,353.0
85,536.929,320.0
86,539.277,349.0
87,541.62,341.0
88,543.957,352.0
89,546.289,276.0
90,548.616,297.0
91,550.936,248.0
92,553.252,271.0
93,555.561,261.0
94,557.865,261.0
95,560.164,209.0
96,562.457,248.0
97,564.744,196.0
98,567.025,204.0
99,569.301,224.0
100,571.571,199.0
101,573.835,186.0
102,576.093,181.0
103,578.346,189.0
104,580.593,166.0
105,582.834,172.0
106,585.069,174.0
107,587.299,123.0
108,589.522,144.0
109,591.74,120.0
110,593.952,117.0
111,596.158,143.0
112,598.358,84.0
113,600.551,109.0
114,602.739,97.0
115,604.922,146.0
116,607.098,112.0
117,609.268,100.0
118,611.432,116.0
119,613.59,75.0
120,615.742,82.0
121,617.887,103.0
122,620.027,106.0
123,622.161,81.0
124,624.289,83.0
125,626.41,84.0
126,628.526,38.0
127,630.635,61.0
128,632.738,62.0
129,634.835,78.0
130,636.926,78.0
131,639.011,41.0
132,641.089,47.0
133,643.162,59.0
134,645.228,72.0
135,647.288,57.0
136,649.341,60.0
137,651.389,35.0
138,653.43,56.0
139,655.465,64.0
140,657.494,57.0
141,659.516,42.0
142,661.532,53.0
143,663.542,30.0
144,665.546,40.0
145,667.543,53.0
146,669.535,29.0
147,671.519,31.0
148,673.498,29.0
149,675.47,24.0
150,677.436,44.0
151,679.396,49.0
152,681.349,29.0
153,683.296,25.0
154,685.236,19.0
155,687.171,42.0
156,689.099,44.0
157,691.02,23.0
158,692.935,15.0
159,694.844,36.0
160,696.747,43.0
161,698.643,38.0
162,700.533,12.0
163,702.416,31.0
164,704.293,9.0
165,706.164,17.0
166,708.029,47.0
167,709.887,2.0
168,711.738,-11.0
169,713.584,28.0
170,715.423,23.0
171,717.255,21.0
172,719.082,14.0
173,720.901,5.0
174,722.715,8.0
175,724.522,-22.0
176,726.323,11.0
177,728.117,25.0
178,729.905,-2.0
179,731.687,-13.0
180,733.462,-5.0
181,735.232,16.0
182,736.994,-6.0
183,738.751,15.0
184,740.501,-26.0
185,742.244,5.0
186,743.982,9.0
187,745.713,5.0
188,747.437,22.0
189,749.156,1.0
190,750.868,30.0
191,752.573,-8.0
192,754.273,34.0
193,755.966,2.0
194,757.653,9.0
195,759.333,7.0
196,761.008,10.0
197,762.676,18.0
198,764.337,-10.0
199,765.993,10.0
200,767.642,21.0
201,769.285,-21.0
202,770.922,17.0
203,772.552,-1.0
204,774.176,14.0
205,775.795,4.0
206,777.406,23.0
207,779.012,25.0
208,780.611,-11.0
209,782.205,-19.0
210,783.792,3.0
211,785.373,21.0
212,786.947,8.0
213,788.516,16.0
214,790.078,-26.0
215,791.635,-3.0
216,793.185,7.0
217,794.729,35.0
218,796.267,-13.0
219,797.799,-3.0
220,799.325,27.0
221,800.844,13.0
222,802.358,33.0
223,803.866,16.0
224,805.368,-23.0
225,806.863,14.0
226,808.353,21.0
227,809.836,-23.0
228,811.314,2.0
229,812.786,6.0
230,814.252,-19.0
231,815.711,-23.0
232,817.165,-20.0
233,818.613,7.0
234,820.055,-13.0
235,821.491,19.0
236,822.922,18.0
237,824.346,10.0
238,825.765,8.0
239,827.178,1.0
240,828.585,-7.0
241,829.986,-23.0
242,831.381,9.0
243,832.771,14.0
244,834.155,-11.0
245,835.533,-3.0
246,836.906,2.0
247,838.272,-17.0
248,839.633,7.0
249,840.989,-2.0
250,842.339,-7.0
251,843.683,-20.0
252,845.021,6.0
253,846.354,-15.0
254,847.682,-2.0
255,849.004,-7.0
256,850.32,-1.0
257,851.631,0.0
258,852.936,-7.0
259,854.236,-8.0
260,855.53,-8.0
261,856.819,-3.0
262,858.102,2.0
263,859.38,-9.0
264,860.653,-28.0
265,861.92,-2.0
266,863.182,-15.0
267,864.439,-28.0
268,865.69,32.0
269,866.936,-16.0
270,868.177,-23.0
271,869.412,-3.0
272,870.642,5.0
273,871.867,-3.0
274,873.087,-8.0
275,874.302,-28.0
276,875.512,1.0
277,876.716,8.0
278,877.916,11.0
279,879.11,22.0
280,880.299,-12.0
281,881.483,-8.0
282,882.663,-31.0
283,883.837,7.0
284,885.006,-6.0
285,886.17,-6.0
286,887.33,-2.0
287,888.484,-1.0
