,Wavelength[nm],Average
0,320.469,1.75
1,323.166,0.597938
2,325.861,0.878788
3,328.553,0.818182
4,331.243,0.84127
5,333.93,0.586957
6,336.615,0.491803
7,339.297,0.822785
8,341.976,0.607595
9,344.653,0.622222
10,347.327,0.479167
11,349.998,0.264151
12,352.666,1.041667
13,355.331,0.901408
14,357.994,0.773333
15,360.653,1.0
16,363.309,1.185185
17,365.962,0.662651
18,368.612,0.702703
19,371.259,0.752577
20,373.903,0.298246
21,376.543,1.122807
22,379.18,0.651685
23,381.813,0.38983
24,384.443,0.5
25,387.07,1.118644
26,389.693,0.716216
27,392.313,1.019231
28,394.929,0.727273
29,397.541,0.792683
30,400.15,0.7
31,402.755,0.504951
32,405.356,0.530612
33,407.954,0.557522
34,410.547,0.45082
35,413.137,0.705357
36,415.723,0.594937
37,418.305,0.488372
38,420.883,0.615063
39,423.457,0.662069
40,426.027,0.457399
41,428.593,0.412281
42,431.154,0.423864
43,433.712,0.413734
44,436.265,0.447159
45,438.814,0.433566
46,441.359,0.431029
47,443.9,0.43497
48,446.436,0.442808
49,448.967,0.444686
50,451.495,0.440383
51,454.018,0.445987
52,456.536,0.446545
53,459.05,0.45343
54,461.559,0.457587
55,464.064,0.462771
56,466.564,0.465834
57,469.06,0.464669
58,471.551,0.476828
59,474.037,0.479431
60,476.518,0.483227
61,478.995,0.492362
62,481.467,0.484284
63,483.934,0.492387
64,486.396,0.493496
65,488.853,0.509393
66,491.305,0.499925
67,493.753,0.503959
68,496.195,0.502907
69,498.632,0.505808
70,501.065,0.514119
71,503.492,0.520536
72,505.914,0.521623
73,508.332,0.519572
74,510.743,0.524286
75,513.15,0.526347
76,515.552,0.540557
77,517.948,0.547315
78,520.339,0.542657
79,522.725,0.547568
80,525.106,0.560314
81,527.481,0.561946
82,529.851,0.558369
83,532.216,0.556298
84,534.575,0.566726
85,536.929,0.56099
86,539.277,0.563474
87,541.62,0.570624
88,543.957,0.573337
89,546.289,0.570405
90,548.616,0.574088
91,550.936,0.57533
92,553.252,0.574298
93,555.561,0.572038
94,557.865,0.577392
95,560.164,0.579406
96,562.457,0.58331
97,564.744,0.581991
98,567.025,0.589318
99,569.301,0.59025
100,571.571,0.599012
101,573.835,0.588187
102,576.093,0.597941
103,578.346,0.601936
104,580.593,0.603517
105,582.834,0.603274
106,585.069,0.618861
107,587.299,0.61628
108,589.522,0.612703
109,591.74,0.615937
110,593.952,0.617167
111,596.158,0.616687
112,598.358,0.60889
113,600.551,0.608929
114,602.739,0.603828
115,604.922,0.597578
116,607.098,0.588628
117,609.268,0.589544
118,611.432,0.589009
119,613.59,0.585433
120,615.742,0.582825
121,617.887,0.582282
122,620.027,0.581831
123,622.161,0.585095
124,624.289,0.587951
125,626.41,0.586651
126,628.526,0.57902
127,630.635,0.578489
128,632.738,0.590124
129,634.835,0.582705
130,636.926,0.587028
131,639.011,0.580046
132,641.089,0.587371
133,643.162,0.58528
134,645.228,0.592562
135,647.288,0.589496
136,649.341,0.586331
137,651.389,0.595167
138,653.43,0.594837
139,655.465,0.593571
140,657.494,0.617032
141,659.516,0.603521
142,661.532,0.611131
143,663.542,0.611059
144,665.546,0.607874
145,667.543,0.59673
146,669.535,0.622951
147,671.519,0.610337
148,673.498,0.618928
149,675.47,0.610919
150,677.436,0.613405
151,679.396,0.619004
152,681.349,0.615385
153,683.296,0.640955
154,685.236,0.625654
155,687.171,0.650101
156,689.099,0.631197
157,691.02,0.632372
158,692.935,0.623729
159,694.844,0.646906
160,696.747,0.621286
161,698.643,0.617867
162,700.533,0.653631
163,702.416,0.627309
164,704.293,0.656631
165,706.164,0.643411
166,708.029,0.61935
167,709.887,0.646101
168,711.738,0.673258
169,713.584,0.670695
170,715.423,0.689805
171,717.255,0.645304
172,719.082,0.70229
173,720.901,0.699605
174,722.715,0.621294
175,724.522,0.62069
176,726.323,0.66881
177,728.117,0.659236
178,729.905,0.626549
179,731.687,0.673664
180,733.462,0.688797
181,735.232,0.757848
182,736.994,0.623256
183,738.751,0.639723
184,740.501,0.611247
185,742.244,0.577889
186,743.982,0.720721
187,745.713,0.669565
188,747.437,0.700637
189,749.156,0.768707
190,750.868,0.670213
191,752.573,0.616541
192,754.273,0.72549
193,755.966,0.651982
194,757.653,0.711009
