,Wavelength[nm],Average
0,320.469,-1.0
1,323.166,76.0
2,325.861,88.0
3,328.553,92.0
4,331.243,134.0
5,333.93,101.0
6,336.615,123.0
7,339.297,113.0
8,341.976,79.0
9,344.653,129.0
10,347.327,161.0
11,349.998,157.0
12,352.666,173.0
13,355.331,194.0
14,357.994,224.0
15,360.653,326.0
16,363.309,414.0
17,365.962,585.0
18,368.612,961.0
19,371.259,1783.0
20,373.903,4074.0
21,376.543,9630.0
22,379.18,20855.0
23,381.813,38034.0
24,384.443,54007.0
25,387.07,54560.0
26,389.693,54671.0
27,392.313,54701.0
28,394.929,54549.0
29,397.541,54710.0
30,400.15,54645.0
31,402.755,47129.0
32,405.356,35089.0
33,407.954,24909.0
34,410.547,16992.0
35,413.137,11650.0
36,415.723,8232.0
37,418.305,5773.0
38,420.883,3920.0
39,423.457,2802.0
40,426.027,2051.0
41,428.593,1623.0
42,431.154,1273.0
43,433.712,1070.0
44,436.265,904.0
45,438.814,782.0
46,441.359,690.0
47,443.9,654.0
48,446.436,640.0
49,448.967,609.0
50,451.495,594.0
51,454.018,588.0
52,456.536,612.0
53,459.05,566.0
54,461.559,628.0
55,464.064,621.0
56,466.564,588.0
57,469.06,601.0
58,471.551,663.0
59,474.037,653.0
60,476.518,613.0
61,478.995,652.0
62,481.467,661.0
63,483.934,658.0
64,486.396,742.0
65,488.853,698.0
66,491.305,770.0
67,493.753,756.0
68,496.195,806.0
69,498.632,821.0
70,501.065,878.0
71,503.492,876.0
72,505.914,900.0
73,508.332,947.0
74,510.743,875.0
75,513.15,973.0
76,515.552,971.0
77,517.948,929.0
78,520.339,1013.0
79,522.725,942.0
80,525.106,947.0
81,527.481,984.0
82,529.851,949.0
83,532.216,977.0
84,534.575,959.0
85,536.929,959.0
86,539.277,926.0
87,541.62,851.0
88,543.957,856.0
89,546.289,820.0
90,548.616,739.0
91,550.936,783.0
92,553.252,749.0
93,555.561,707.0
94,557.865,633.0
95,560.164,659.0
96,562.457,632.0
97,564.744,615.0
98,567.025,648.0
99,569.301,598.0
100,571.571,530.0
101,573.835,494.0
102,576.093,460.0
103,578.346,466.0
104,580.593,499.0
105,582.834,441.0
106,585.069,419.0
107,587.299,411.0
108,589.522,349.0
109,591.74,348.0
110,593.952,376.0
111,596.158,338.0
112,598.358,336.0
113,600.551,331.0
114,602.739,291.0
115,604.922,255.0
116,607.098,281.0
117,609.268,231.0
118,611.432,248.0
119,613.59,203.0
120,615.742,225.0
121,617.887,208.0
122,620.027,200.0
123,622.161,170.0
124,624.289,178.0
125,626.41,207.0
126,628.526,180.0
127,630.635,163.0
128,632.738,157.0
129,634.835,146.0
130,636.926,101.0
131,639.011,126.0
132,641.089,150.0
133,643.162,120.0
134,645.228,104.0
135,647.288,140.0
136,649.341,145.0
137,651.389,98.0
138,653.43,104.0
139,655.465,80.0
140,657.494,128.0
141,659.516,76.0
142,661.532,67.0
143,663.542,67.0
144,665.546,41.0
145,667.543,51.0
146,669.535,54.0
147,671.519,105.0
148,673.498,56.0
149,675.47,50.0
150,677.436,64.0
151,679.396,49.0
152,681.349,59.0
153,683.296,69.0
154,685.236,77.0
155,687.171,70.0
156,689.099,57.0
157,691.02,54.0
158,692.935,47.0
159,694.844,46.0
160,696.747,35.0
161,698.643,13.0
162,700.533,13.0
163,702.416,41.0
164,704.293,32.0
165,706.164,31.0
166,708.029,26.0
167,709.887,8.0
168,711.738,11.0
169,713.584,36.0
170,715.423,19.0
171,717.255,48.0
172,719.082,2.0
173,720.901,15.0
174,722.715,29.0
175,724.522,4.0
176,726.323,2.0
177,728.117,43.0
178,729.905,29.0
179,731.687,25.0
180,733.462,-9.0
181,735.232,22.0
