,Wavelength[nm],Average
0,320.469,-0.545455
1,323.166,1.111111
2,325.861,8.272727
3,328.553,2.892857
4,331.243,0.773585
5,333.93,-14.2
6,336.615,1.152174
7,339.297,1.22807
8,341.976,1.025641
9,344.653,0.45098
10,347.327,1.155172
11,349.998,0.513158
12,352.666,7.571429
13,355.331,0.263889
14,357.994,0.839286
15,360.653,0.609756
16,363.309,-5.75
17,365.962,0.707317
18,368.612,1.424242
19,371.259,0.442308
20,373.903,0.88
21,376.543,0.854167
22,379.18,1.361111
23,381.813,2.55
24,384.443,1.473684
25,387.07,3.6875
26,389.693,0.833333
27,392.313,1.75
28,394.929,0.773585
29,397.541,0.821429
30,400.15,0.942857
31,402.755,1.906977
32,405.356,0.967742
33,407.954,0.571429
34,410.547,0.680328
35,413.137,0.899225
36,415.723,0.942308
37,418.305,0.57971
38,420.883,0.716511
39,423.457,0.703125
40,426.027,0.724299
41,428.593,0.717295
42,431.154,0.730408
43,433.712,0.690372
44,436.265,0.712795
45,438.814,0.733807
46,441.359,0.747774
47,443.9,0.730112
48,446.436,0.701502
49,448.967,0.700436
50,451.495,0.68525
51,454.018,0.679682
52,456.536,0.672707
53,459.05,0.689298
54,461.559,0.699938
55,464.064,0.698971
56,466.564,0.706368
57,469.06,0.692857
58,471.551,0.698743
59,474.037,0.72243
60,476.518,0.723597
61,478.995,0.738846
62,481.467,0.737031
63,483.934,0.742586
64,486.396,0.758031
65,488.853,0.766272
66,491.305,0.761
67,493.753,0.755496
68,496.195,0.788324
69,498.632,0.796935
70,501.065,0.785312
71,503.492,0.799657
72,505.914,0.803684
73,508.332,0.802894
74,510.743,0.807231
75,513.15,0.824264
76,515.552,0.841443
77,517.948,0.828599
78,520.339,0.847272
79,522.725,0.859611
80,525.106,0.845326
81,527.481,0.851102
82,529.851,0.858326
83,532.216,0.855797
84,534.575,0.849328
85,536.929,0.863901
86,539.277,0.84844
87,541.62,0.865047
88,543.957,0.853447
89,546.289,0.857431
90,548.616,0.84629
91,550.936,0.853709
92,553.252,0.882443
