,Wavelength[nm],Average
0,320.469,-0.0
1,323.166,3.0
2,325.861,6.181818
3,328.553,2.142857
4,331.243,1.433962
5,333.93,-10.8
6,336.615,1.108696
7,339.297,1.140351
8,341.976,1.333333
9,344.653,0.941176
10,347.327,0.603448
11,349.998,0.552632
12,352.666,12.0
13,355.331,0.347222
14,357.994,0.732143
15,360.653,1.195122
16,363.309,-19.5
17,365.962,1.146341
18,368.612,1.545455
19,371.259,0.942308
20,373.903,1.32
21,376.543,1.104167
22,379.18,1.861111
23,381.813,1.35
24,384.443,0.868421
25,387.07,3.8125
26,389.693,0.958333
27,392.313,1.305556
28,394.929,1.0
29,397.541,1.446429
30,400.15,0.757143
31,402.755,0.767442
32,405.356,1.112903
33,407.954,0.72449
34,410.547,0.860656
35,413.137,0.751938
36,415.723,0.814103
37,418.305,0.673913
38,420.883,0.719626
39,423.457,0.640625
40,426.027,0.5919
41,428.593,0.559867
42,431.154,0.646552
43,433.712,0.564551
44,436.265,0.55547
45,438.814,0.563269
46,441.359,0.562413
47,443.9,0.547361
48,446.436,0.534754
49,448.967,0.525054
50,451.495,0.518851
51,454.018,0.505902
52,456.536,0.520245
53,459.05,0.529554
54,461.559,0.529293
55,464.064,0.53684
56,466.564,0.5313
57,469.06,0.530556
58,471.551,0.536844
59,474.037,0.540187
60,476.518,0.546147
61,478.995,0.556984
62,481.467,0.550562
63,483.934,0.573428
64,486.396,0.572452
65,488.853,0.582867
66,491.305,0.578385
67,493.753,0.571194
68,496.195,0.57869
69,498.632,0.591047
70,501.065,0.596853
71,503.492,0.608075
72,505.914,0.623
73,508.332,0.621493
74,510.743,0.61846
75,513.15,0.637919
76,515.552,0.637248
77,517.948,0.639895
78,520.339,0.643526
79,522.725,0.659548
80,525.106,0.654143
81,527.481,0.665829
82,529.851,0.657384
83,532.216,0.658817
84,534.575,0.662325
85,536.929,0.664144
86,539.277,0.652626
87,541.62,0.655601
88,543.957,0.648486
89,546.289,0.660659
90,548.616,0.646181
91,550.936,0.658516
92,553.252,0.668893
93,555.561,0.666944
94,557.865,0.664184
95,560.164,0.667081
96,562.457,0.680601
97,564.744,0.661534
98,567.025,0.664363
99,569.301,0.664738
100,571.571,0.663515
101,573.835,0.677922
102,576.093,0.690945
103,578.346,0.680911
104,580.593,0.698077
105,582.834,0.705838
106,585.069,0.706695
107,587.299,0.692231
108,589.522,0.717419
109,591.74,0.707931
110,593.952,0.702659
111,596.158,0.696806
112,598.358,0.685205
113,600.551,0.684569
114,602.739,0.677349
115,604.922,0.672543
116,607.098,0.674681
117,609.268,0.676647
118,611.432,0.664878
119,613.59,0.656089
120,615.742,0.651951
121,617.887,0.635405
122,620.027,0.646424
123,622.161,0.643466
124,624.289,0.63629
125,626.41,0.630581
126,628.526,0.624542
127,630.635,0.622879
128,632.738,0.62534
129,634.835,0.62421
130,636.926,0.634522
131,639.011,0.627384
132,641.089,0.621734
133,643.162,0.647496
134,645.228,0.637363
135,647.288,0.639574
136,649.341,0.62563
137,651.389,0.634418
138,653.43,0.640826
139,655.465,0.659073
140,657.494,0.636559
141,659.516,0.643332
142,661.532,0.648966
143,663.542,0.643718
144,665.546,0.643831
145,667.543,0.653595
146,669.535,0.646538
147,671.519,0.644807
148,673.498,0.71467
149,675.47,0.6742
150,677.436,0.669147
151,679.396,0.673854
152,681.349,0.693938
153,683.296,0.658949
154,685.236,0.65645
155,687.171,0.70923
156,689.099,0.669361
157,691.02,0.69378
158,692.935,0.653465
159,694.844,0.719016
160,696.747,0.680077
161,698.643,0.684
162,700.533,0.667021
163,702.416,0.714953
164,704.293,0.718327
165,706.164,0.702364
166,708.029,0.761347
167,709.887,0.749206
168,711.738,0.71811
169,713.584,0.684124
170,715.423,0.802708
171,717.255,0.822811
172,719.082,0.701826
173,720.901,0.661734
174,722.715,0.884422
175,724.522,0.753927
176,726.323,0.821727
177,728.117,0.77381
178,729.905,0.737654
179,731.687,1.015038
180,733.462,0.884615
181,735.232,0.874539
182,736.994,0.865854
183,738.751,0.718045
184,740.501,0.784314
185,742.244,0.681614
186,743.982,1.095506
187,745.713,0.920398
188,747.437,0.659794
189,749.156,0.885542
190,750.868,1.190141
191,752.573,1.247863
192,754.273,0.675
193,755.966,0.823129
194,757.653,1.277778
195,759.333,0.666667
196,761.008,1.298851
197,762.676,1.192982
198,764.337,1.157407
199,765.993,1.793651
200,767.642,0.921569
201,769.285,0.941176
202,770.922,0.987805
203,772.552,1.895833
204,774.176,0.538462
205,775.795,1.0
206,777.406,1.972973
207,779.012,2.647059
208,780.611,0.738095
209,782.205,0.556818
210,783.792,0.564103
211,785.373,1.311111
212,786.947,0.866667
213,788.516,0.591549
214,790.078,0.875
215,791.635,1.480769
216,793.185,1.245283
217,794.729,0.166667
218,796.267,1.266667
219,797.799,1.758621
220,799.325,1.020408
221,800.844,1.958333
222,802.358,1.666667
223,803.866,1.08
224,805.368,1.928571
225,806.863,1.285714
226,808.353,1.02381
227,809.836,1.106383
228,811.314,7.0
229,812.786,1.354839
230,814.252,1.078947
231,815.711,16.25
232,817.165,0.907895
233,818.613,1.341463
234,820.055,1.612903
235,821.491,2.046512
236,822.922,2.541667
237,824.346,1.040816
238,825.765,2.73913
239,827.178,1.341463
240,828.585,0.763158
241,829.986,1.046512
242,831.381,4.125
243,832.771,2.217391
244,834.155,51.0
245,835.533,2.111111
246,836.906,0.325581
247,838.272,0.732143
248,839.633,-7.25
249,840.989,2.513514
250,842.339,1.163265
251,843.683,0.6875
252,845.021,2.727273
253,846.354,1.232143
254,847.682,1.894737
255,849.004,1.657143
256,850.32,1.961538
257,851.631,1.311111
258,852.936,1.065574
259,854.236,1.4
260,855.53,2.764706
261,856.819,1.170213
262,858.102,0.333333
263,859.38,0.895833
264,860.653,0.785714
265,861.92,1.837838
266,863.182,1.394737
267,864.439,1.783784
268,865.69,1.944444
269,866.936,1.851852
270,868.177,8.0
271,869.412,4.0
272,870.642,0.966667
273,871.867,1.40625
274,873.087,12.5
275,874.302,1.034483
276,875.512,2.307692
277,876.716,1.346154
278,877.916,2.5
279,879.11,0.757576
280,880.299,1.5625
281,881.483,-8.0
282,882.663,0.702703
283,883.837,1.076923
284,885.006,0.956522
285,886.17,3.6
286,887.33,1.233333
287,888.484,-8.25
