,Wavelength[nm],Average
0,320.469,0.090909
1,323.166,1.481481
2,325.861,4.454545
3,328.553,2.142857
4,331.243,1.188679
5,333.93,-18.4
6,336.615,0.847826
7,339.297,1.0
8,341.976,1.948718
9,344.653,2.352941
10,347.327,0.637931
11,349.998,0.815789
12,352.666,9.857142
13,355.331,0.763889
14,357.994,0.928571
15,360.653,0.463415
16,363.309,-14.25
17,365.962,1.219512
18,368.612,2.242424
19,371.259,0.75
20,373.903,0.76
21,376.543,0.645833
22,379.18,0.861111
23,381.813,2.35
24,384.443,1.947368
25,387.07,2.875
26,389.693,0.729167
27,392.313,0.444444
28,394.929,1.0
29,397.541,1.160714
30,400.15,0.842857
31,402.755,1.837209
32,405.356,1.096774
33,407.954,0.653061
34,410.547,0.762295
35,413.137,0.736434
36,415.723,0.679487
37,418.305,0.630435
38,420.883,0.806854
39,423.457,0.729911
40,426.027,0.700935
41,428.593,0.627494
42,431.154,0.640282
43,433.712,0.642779
44,436.265,0.628141
45,438.814,0.637606
46,441.359,0.636795
47,443.9,0.619331
48,446.436,0.619278
49,448.967,0.602505
50,451.495,0.602691
51,454.018,0.600681
52,456.536,0.602849
53,459.05,0.613324
54,461.559,0.617638
55,464.064,0.617159
56,466.564,0.605022
57,469.06,0.619643
58,471.551,0.628088
59,474.037,0.627336
60,476.518,0.631304
61,478.995,0.648642
62,481.467,0.658379
63,483.934,0.652432
64,486.396,0.679455
65,488.853,0.676359
66,491.305,0.676848
67,493.753,0.674337
68,496.195,0.691774
69,498.632,0.708006
70,501.065,0.693025
71,503.492,0.72729
72,505.914,0.731671
73,508.332,0.730016
74,510.743,0.730402
75,513.15,0.739562
76,515.552,0.743792
77,517.948,0.746001
78,520.339,0.772037
79,522.725,0.77277
80,525.106,0.760188
81,527.481,0.783824
82,529.851,0.772208
83,532.216,0.771714
84,534.575,0.774472
85,536.929,0.784971
86,539.277,0.770461
87,541.62,0.7722
88,543.957,0.768236
89,546.289,0.778615
90,548.616,0.774929
91,550.936,0.769918
92,553.252,0.787284
93,555.561,0.790108
94,557.865,0.789684
95,560.164,0.791183
96,562.457,0.789071
97,564.744,0.787817
98,567.025,0.785501
99,569.301,0.786676
100,571.571,0.78487
101,573.835,0.79754
102,576.093,0.817717
103,578.346,0.792349
104,580.593,0.821667
105,582.834,0.808379
106,585.069,0.802286
107,587.299,0.812981
108,589.522,0.826317
109,591.74,0.809046
110,593.952,0.82574
111,596.158,0.807125
112,598.358,0.805889
113,600.551,0.791865
114,602.739,0.788839
115,604.922,0.794589
116,607.098,0.783121
117,609.268,0.788219
118,611.432,0.778293
119,613.59,0.777996
120,615.742,0.765633
121,617.887,0.757846
122,620.027,0.754669
123,622.161,0.771661
124,624.289,0.755914
125,626.41,0.767688
126,628.526,0.748237
127,630.635,0.752633
128,632.738,0.756871
129,634.835,0.767225
130,636.926,0.765445
131,639.011,0.760694
132,641.089,0.764822
133,643.162,0.771472
134,645.228,0.774426
135,647.288,0.769118
136,649.341,0.769989
137,651.389,0.763715
138,653.43,0.776428
139,655.465,0.770412
140,657.494,0.76129
141,659.516,0.79838
142,661.532,0.780488
143,663.542,0.745241
144,665.546,0.774904
145,667.543,0.772331
146,669.535,0.784231
147,671.519,0.784929
148,673.498,0.799462
149,675.47,0.787665
150,677.436,0.784722
151,679.396,0.784367
152,681.349,0.843437
153,683.296,0.819149
154,685.236,0.787356
155,687.171,0.781402
156,689.099,0.801616
157,691.02,0.808612
158,692.935,0.778053
159,694.844,0.881741
160,696.747,0.805556
161,698.643,0.809
162,700.533,0.852128
163,702.416,0.866822
164,704.293,0.803198
165,706.164,0.874826
166,708.029,0.888726
167,709.887,0.838095
168,711.738,0.812598
169,713.584,0.779051
170,715.423,0.841393
171,717.255,0.835031
172,719.082,0.744422
173,720.901,0.837209
174,722.715,0.856784
175,724.522,0.986911
176,726.323,0.860724
177,728.117,0.922619
178,729.905,0.910494
179,731.687,0.898496
180,733.462,0.772727
181,735.232,0.837638
182,736.994,0.833333
183,738.751,0.932331
184,740.501,0.779412
185,742.244,0.919282
186,743.982,1.089888
187,745.713,0.835821
188,747.437,0.731959
189,749.156,1.084337
190,750.868,1.084507
191,752.573,1.307692
192,754.273,0.925
193,755.966,0.809524
194,757.653,1.240741
195,759.333,1.079365
196,761.008,1.632184
197,762.676,0.894737
198,764.337,0.916667
199,765.993,1.539683
200,767.642,0.941176
201,769.285,1.764706
202,770.922,1.146341
203,772.552,1.375
204,774.176,0.879121
205,775.795,0.836364
206,777.406,1.891892
207,779.012,3.058824
208,780.611,0.678571
209,782.205,0.863636
210,783.792,1.307692
211,785.373,0.8
212,786.947,1.133333
213,788.516,0.901408
214,790.078,1.225
215,791.635,0.903846
216,793.185,0.679245
217,794.729,0.681818
218,796.267,1.7
219,797.799,1.241379
220,799.325,1.346939
221,800.844,1.833333
222,802.358,2.9
223,803.866,0.72
224,805.368,1.035714
225,806.863,1.428571
226,808.353,1.428571
227,809.836,0.893617
228,811.314,30.333334
229,812.786,1.322581
230,814.252,0.631579
231,815.711,12.5
232,817.165,0.855263
233,818.613,0.97561
234,820.055,0.758065
235,821.491,1.837209
236,822.922,2.5
237,824.346,1.244898
