,Wavelength[nm],Average
0,320.469,2.0
1,323.166,125.0
2,325.861,143.0
3,328.553,141.0
4,331.243,114.0
5,333.93,143.0
6,336.615,152.0
7,339.297,175.0
8,341.976,180.0
9,344.653,203.0
10,347.327,293.0
11,349.998,276.0
12,352.666,278.0
13,355.331,409.0
14,357.994,505.0
15,360.653,719.0
16,363.309,1119.0
17,365.962,2077.0
18,368.612,4321.0
19,371.259,10091.0
20,373.903,21392.0
21,376.543,39457.0
22,379.18,52419.0
23,381.813,53386.0
24,384.443,53438.0
25,387.07,53632.0
26,389.693,53064.0
27,392.313,53350.0
28,394.929,53282.0
29,397.541,49765.0
30,400.15,40044.0
31,402.755,28272.0
32,405.356,18898.0
33,407.954,12237.0
34,410.547,8312.0
35,413.137,5621.0
36,415.723,3780.0
37,418.305,2642.0
38,420.883,1945.0
39,423.457,1477.0
40,426.027,1155.0
41,428.593,1008.0
42,431.154,865.0
43,433.712,766.0
44,436.265,736.0
45,438.814,664.0
46,441.359,664.0
47,443.9,630.0
48,446.436,601.0
49,448.967,626.0
50,451.495,653.0
51,454.018,633.0
52,456.536,628.0
53,459.05,630.0
54,461.559,640.0
55,464.064,676.0
56,466.564,649.0
57,469.06,624.0
58,471.551,681.0
59,474.037,650.0
60,476.518,662.0
61,478.995,684.0
62,481.467,690.0
63,483.934,700.0
64,486.396,756.0
65,488.853,748.0
66,491.305,767.0
67,493.753,814.0
68,496.195,858.0
69,498.632,818.0
70,501.065,908.0
71,503.492,870.0
72,505.914,959.0
73,508.332,945.0
74,510.743,975.0
75,513.15,984.0
76,515.552,955.0
77,517.948,929.0
78,520.339,977.0
79,522.725,964.0
80,525.106,995.0
81,527.481,983.0
82,529.851,971.0
83,532.216,926.0
84,534.575,933.0
85,536.929,938.0
86,539.277,880.0
87,541.62,903.0
88,543.957,795.0
89,546.289,746.0
90,548.616,765.0
91,550.936,686.0
92,553.252,667.0
93,555.561,654.0
94,557.865,680.0
95,560.164,622.0
96,562.457,602.0
97,564.744,571.0
98,567.025,496.0
99,569.301,515.0
100,571.571,455.0
101,573.835,457.0
102,576.093,456.0
103,578.346,432.0
104,580.593,413.0
105,582.834,398.0
106,585.069,366.0
107,587.299,377.0
108,589.522,365.0
109,591.74,328.0
110,593.952,288.0
111,596.158,314.0
112,598.358,274.0
113,600.551,285.0
114,602.739,254.0
115,604.922,217.0
116,607.098,238.0
117,609.268,230.0
118,611.432,183.0
119,613.59,212.0
120,615.742,187.0
121,617.887,182.0
122,620.027,182.0
123,622.161,146.0
124,624.289,162.0
125,626.41,158.0
126,628.526,133.0
127,630.635,125.0
128,632.738,98.0
129,634.835,121.0
130,636.926,106.0
131,639.011,123.0
132,641.089,97.0
133,643.162,104.0
134,645.228,81.0
135,647.288,58.0
136,649.341,113.0
137,651.389,82.0
138,653.43,84.0
139,655.465,38.0
140,657.494,59.0
141,659.516,70.0
142,661.532,59.0
143,663.542,47.0
144,665.546,48.0
145,667.543,64.0
146,669.535,33.0
147,671.519,39.0
148,673.498,38.0
149,675.47,73.0
150,677.436,30.0
151,679.396,44.0
152,681.349,55.0
153,683.296,27.0
154,685.236,61.0
155,687.171,25.0
156,689.099,24.0
157,691.02,51.0
158,692.935,46.0
159,694.844,29.0
160,696.747,37.0
161,698.643,9.0
162,700.533,17.0
163,702.416,16.0
164,704.293,8.0
165,706.164,58.0
166,708.029,-3.0
167,709.887,17.0
168,711.738,13.0
169,713.584,26.0
170,715.423,15.0
171,717.255,16.0
172,719.082,12.0
173,720.901,1.0
174,722.715,3.0
175,724.522,35.0
176,726.323,7.0
177,728.117,-14.0
178,729.905,22.0
179,731.687,37.0
180,733.462,5.0
181,735.232,4.0
182,736.994,30.0
183,738.751,25.0
184,740.501,-1.0
185,742.244,12.0
186,743.982,12.0
187,745.713,6.0
188,747.437,12.0
189,749.156,29.0
190,750.868,12.0
191,752.573,-8.0
192,754.273,-15.0
193,755.966,5.0
194,757.653,16.0
195,759.333,-1.0
196,761.008,-2.0
197,762.676,4.0
198,764.337,-1.0
199,765.993,1.0
200,767.642,11.0
201,769.285,8.0
202,770.922,12.0
203,772.552,17.0
204,774.176,3.0
205,775.795,-7.0
206,777.406,-4.0
207,779.012,3.0
208,780.611,-17.0
209,782.205,26.0
210,783.792,-13.0
211,785.373,9.0
212,786.947,1.0
213,788.516,0.0
214,790.078,23.0
215,791.635,0.0
216,793.185,7.0
217,794.729,10.0
218,796.267,-29.0
219,797.799,4.0
220,799.325,-6.0
221,800.844,-31.0
222,802.358,-6.0
223,803.866,16.0
224,805.368,-21.0
225,806.863,29.0
226,808.353,33.0
227,809.836,7.0
228,811.314,-12.0
229,812.786,-48.0
230,814.252,-3.0
231,815.711,9.0
232,817.165,-6.0
233,818.613,-10.0
234,820.055,17.0
235,821.491,-11.0
236,822.922,17.0
237,824.346,1.0
238,825.765,-1.0
239,827.178,-20.0
240,828.585,-2.0
241,829.986,-7.0
242,831.381,-7.0
243,832.771,12.0
244,834.155,32.0
245,835.533,-27.0
246,836.906,-1.0
247,838.272,-3.0
248,839.633,16.0
249,840.989,-19.0
250,842.339,-11.0
251,843.683,-10.0
252,845.021,-8.0
253,846.354,-10.0
254,847.682,-28.0
255,849.004,-21.0
256,850.32,-19.0
257,851.631,14.0
258,852.936,-3.0
259,854.236,9.0
260,855.53,-10.0
261,856.819,3.0
262,858.102,-33.0
263,859.38,0.0
264,860.653,-24.0
265,861.92,10.0
266,863.182,-10.0
267,864.439,-5.0
268,865.69,-3.0
269,866.936,22.0
270,868.177,-27.0
271,869.412,-31.0
272,870.642,28.0
273,871.867,-28.0
274,873.087,3.0
275,874.302,3.0
276,875.512,10.0
277,876.716,-4.0
278,877.916,-11.0
279,879.11,-25.0
280,880.299,-10.0
281,881.483,14.0
282,882.663,12.0
283,883.837,24.0
284,885.006,15.0
285,886.17,-24.0
286,887.33,-23.0
287,888.484,8.0
