,Wavelength[nm],Average
0,320.469,6.0
1,323.166,103.0
2,325.861,78.0
3,328.553,115.0
4,331.243,123.0
5,333.93,112.0
6,336.615,100.0
7,339.297,167.0
8,341.976,172.0
9,344.653,206.0
10,347.327,226.0
11,349.998,239.0
12,352.666,271.0
13,355.331,315.0
14,357.994,445.0
15,360.653,626.0
16,363.309,1042.0
17,365.962,1913.0
18,368.612,4402.0
19,371.259,10024.0
20,373.903,21483.0
21,376.543,39677.0
22,379.18,53485.0
23,381.813,53416.0
24,384.443,53518.0
25,387.07,53651.0
26,389.693,53248.0
27,392.313,53511.0
28,394.929,53401.0
29,397.541,52527.0
30,400.15,40686.0
31,402.755,28628.0
32,405.356,19148.0
33,407.954,12472.0
34,410.547,8548.0
35,413.137,5765.0
36,415.723,3920.0
37,418.305,2734.0
38,420.883,2031.0
39,423.457,1567.0
40,426.027,1237.0
41,428.593,1027.0
42,431.154,892.0
43,433.712,763.0
44,436.265,711.0
45,438.814,666.0
46,441.359,663.0
47,443.9,608.0
48,446.436,669.0
49,448.967,669.0
50,451.495,648.0
51,454.018,665.0
52,456.536,718.0
53,459.05,677.0
54,461.559,656.0
55,464.064,680.0
56,466.564,637.0
57,469.06,709.0
58,471.551,721.0
59,474.037,641.0
60,476.518,717.0
61,478.995,677.0
62,481.467,696.0
63,483.934,681.0
64,486.396,745.0
65,488.853,696.0
66,491.305,733.0
67,493.753,763.0
68,496.195,760.0
69,498.632,823.0
70,501.065,781.0
71,503.492,754.0
72,505.914,801.0
73,508.332,783.0
74,510.743,757.0
75,513.15,759.0
76,515.552,796.0
77,517.948,810.0
78,520.339,816.0
79,522.725,818.0
80,525.106,760.0
81,527.481,777.0
82,529.851,809.0
83,532.216,793.0
84,534.575,727.0
85,536.929,726.0
86,539.277,668.0
87,541.62,716.0
88,543.957,660.0
89,546.289,625.0
90,548.616,549.0
91,550.936,598.0
92,553.252,551.0
93,555.561,532.0
94,557.865,449.0
95,560.164,479.0
96,562.457,477.0
97,564.744,459.0
98,567.025,441.0
99,569.301,403.0
100,571.571,372.0
101,573.835,401.0
102,576.093,328.0
103,578.346,337.0
104,580.593,312.0
105,582.834,330.0
106,585.069,295.0
107,587.299,282.0
108,589.522,272.0
109,591.74,248.0
110,593.952,239.0
111,596.158,234.0
112,598.358,243.0
113,600.551,215.0
114,602.739,234.0
115,604.922,183.0
116,607.098,198.0
117,609.268,159.0
118,611.432,177.0
119,613.59,176.0
120,615.742,175.0
121,617.887,162.0
122,620.027,143.0
123,622.161,153.0
124,624.289,152.0
125,626.41,146.0
126,628.526,148.0
127,630.635,115.0
128,632.738,122.0
129,634.835,102.0
130,636.926,95.0
131,639.011,100.0
132,641.089,111.0
133,643.162,92.0
134,645.228,75.0
135,647.288,97.0
136,649.341,97.0
137,651.389,67.0
138,653.43,73.0
139,655.465,98.0
140,657.494,111.0
141,659.516,63.0
142,661.532,69.0
143,663.542,80.0
144,665.546,77.0
145,667.543,69.0
146,669.535,59.0
147,671.519,55.0
148,673.498,75.0
149,675.47,62.0
150,677.436,74.0
151,679.396,24.0
152,681.349,62.0
153,683.296,22.0
154,685.236,36.0
155,687.171,45.0
156,689.099,66.0
157,691.02,24.0
158,692.935,53.0
159,694.844,25.0
160,696.747,59.0
161,698.643,40.0
162,700.533,30.0
163,702.416,3.0
164,704.293,12.0
165,706.164,45.0
166,708.029,23.0
167,709.887,7.0
168,711.738,16.0
169,713.584,28.0
170,715.423,23.0
171,717.255,9.0
172,719.082,24.0
173,720.901,1.0
174,722.715,22.0
175,724.522,22.0
176,726.323,25.0
177,728.117,49.0
178,729.905,10.0
179,731.687,40.0
180,733.462,37.0
181,735.232,6.0
182,736.994,17.0
183,738.751,23.0
184,740.501,42.0
185,742.244,0.0
186,743.982,33.0
187,745.713,20.0
188,747.437,3.0
189,749.156,0.0
190,750.868,8.0
191,752.573,-12.0
192,754.273,10.0
193,755.966,5.0
194,757.653,8.0
195,759.333,8.0
196,761.008,26.0
197,762.676,30.0
198,764.337,32.0
199,765.993,-37.0
200,767.642,6.0
201,769.285,-3.0
202,770.922,14.0
203,772.552,-3.0
204,774.176,-22.0
205,775.795,9.0
206,777.406,35.0
207,779.012,11.0
208,780.611,6.0
209,782.205,23.0
210,783.792,14.0
211,785.373,4.0
212,786.947,2.0
213,788.516,-11.0
214,790.078,39.0
215,791.635,-2.0
216,793.185,31.0
217,794.729,-7.0
218,796.267,33.0
219,797.799,23.0
220,799.325,-10.0
221,800.844,-18.0
222,802.358,-6.0
223,803.866,0.0
224,805.368,8.0
225,806.863,1.0
226,808.353,25.0
227,809.836,11.0
228,811.314,-4.0
229,812.786,24.0
230,814.252,25.0
231,815.711,-31.0
232,817.165,12.0
233,818.613,27.0
234,820.055,19.0
235,821.491,22.0
236,822.922,-10.0
237,824.346,-3.0
238,825.765,14.0
239,827.178,18.0
240,828.585,8.0
241,829.986,5.0
242,831.381,-1.0
243,832.771,15.0
244,834.155,0.0
245,835.533,16.0
246,836.906,7.0
247,838.272,28.0
248,839.633,-1.0
249,840.989,25.0
250,842.339,14.0
251,843.683,17.0
252,845.021,22.0
253,846.354,-5.0
254,847.682,0.0
255,849.004,21.0
256,850.32,23.0
257,851.631,2.0
258,852.936,5.0
259,854.236,-29.0
260,855.53,8.0
261,856.819,37.0
262,858.102,15.0
263,859.38,-9.0
264,860.653,13.0
265,861.92,8.0
266,863.182,-12.0
267,864.439,37.0
268,865.69,16.0
269,866.936,5.0
270,868.177,-13.0
271,869.412,-24.0
272,870.642,0.0
273,871.867,13.0
274,873.087,9.0
275,874.302,17.0
276,875.512,19.0
277,876.716,-9.0
278,877.916,-11.0
279,879.11,-4.0
280,880.299,-16.0
281,881.483,0.0
282,882.663,23.0
283,883.837,8.0
284,885.006,8.0
285,886.17,4.0
286,887.33,-12.0
287,888.484,-12.0
