,Wavelength[nm],Average
0,320.469,0.272727
1,323.166,2.259259
2,325.861,2.272727
3,328.553,3.178571
4,331.243,0.754717
5,333.93,-8.4
6,336.615,0.934783
7,339.297,1.157895
8,341.976,1.435897
9,344.653,0.705882
10,347.327,1.103448
11,349.998,0.973684
12,352.666,4.0
13,355.331,0.472222
14,357.994,1.035714
15,360.653,1.365854
16,363.309,-11.25
17,365.962,1.487805
18,368.612,1.393939
19,371.259,0.538462
20,373.903,0.62
21,376.543,0.833333
22,379.18,1.527778
23,381.813,3.1
24,384.443,1.552632
25,387.07,2.0
26,389.693,0.416667
27,392.313,1.5
28,394.929,1.358491
29,397.541,1.107143
30,400.15,1.085714
31,402.755,0.976744
32,405.356,1.193548
33,407.954,0.979592
34,410.547,0.622951
35,413.137,0.829457
36,415.723,0.878205
37,418.305,0.76087
38,420.883,0.797508
39,423.457,0.850446
40,426.027,0.803738
41,428.593,0.780488
42,431.154,0.773511
43,433.712,0.773523
44,436.265,0.795516
45,438.814,0.815523
46,441.359,0.810682
47,443.9,0.812937
48,446.436,0.800315
49,448.967,0.786492
50,451.495,0.765353
51,454.018,0.771623
52,456.536,0.776306
53,459.05,0.770376
54,461.559,0.785338
55,464.064,0.785928
56,466.564,0.789955
57,469.06,0.78869
58,471.551,0.809493
59,474.037,0.798131
60,476.518,0.806375
61,478.995,0.8242
62,481.467,0.838872
63,483.934,0.853381
64,486.396,0.864571
65,488.853,0.861552
66,491.305,0.86352
67,493.753,0.871173
68,496.195,0.907736
69,498.632,0.911474
70,501.065,0.921119
71,503.492,0.935631
72,505.914,0.939524
73,508.332,0.924122
74,510.743,0.934469
75,513.15,0.973648
76,515.552,0.978188
77,517.948,0.969964
78,520.339,0.983694
79,522.725,0.992619
80,525.106,0.991819
81,527.481,0.997782
82,529.851,0.996715
83,532.216,0.991827
84,534.575,1.009734
85,536.929,0.996891
86,539.277,0.986004
87,541.62,1.0
88,543.957,0.986131
89,546.289,1.003093
90,548.616,0.991996
91,550.936,0.984615
92,553.252,1.019199
93,555.561,1.015517
94,557.865,1.008413
95,560.164,1.016584
96,562.457,1.016803
97,564.744,1.005673
98,567.025,1.007453
99,569.301,1.012921
100,571.571,1.020226
101,573.835,1.026698
102,576.093,1.040814
103,578.346,1.036847
104,580.593,1.058462
105,582.834,1.05926
106,585.069,1.069087
107,587.299,1.06143
108,589.522,1.076506
109,591.74,1.066419
110,593.952,1.067532
