,Wavelength[nm],Average
0,320.469,-1.0
1,323.166,125.0
2,325.861,106.0
3,328.553,110.0
4,331.243,76.0
5,333.93,139.0
6,336.615,111.0
7,339.297,130.0
8,341.976,178.0
9,344.653,163.0
10,347.327,166.0
11,349.998,239.0
12,352.666,245.0
13,355.331,309.0
14,357.994,340.0
15,360.653,523.0
16,363.309,750.0
17,365.962,1371.0
18,368.612,2829.0
19,371.259,6563.0
20,373.903,14038.0
21,376.543,26785.0
22,379.18,44070.0
23,381.813,53175.0
24,384.443,53441.0
25,387.07,53618.0
26,389.693,53143.0
27,392.313,53423.0
28,394.929,50871.0
29,397.541,38701.0
30,400.15,27673.0
31,402.755,19239.0
32,405.356,12607.0
33,407.954,8238.0
34,410.547,5726.0
35,413.137,3901.0
36,415.723,2601.0
37,418.305,1836.0
38,420.883,1417.0
39,423.457,1101.0
40,426.027,930.0
41,428.593,750.0
42,431.154,645.0
43,433.712,636.0
44,436.265,587.0
45,438.814,508.0
46,441.359,524.0
47,443.9,516.0
48,446.436,519.0
49,448.967,592.0
50,451.495,585.0
51,454.018,554.0
52,456.536,527.0
53,459.05,491.0
54,461.559,543.0
55,464.064,530.0
56,466.564,565.0
57,469.06,567.0
58,471.551,561.0
59,474.037,585.0
60,476.518,588.0
61,478.995,508.0
62,481.467,564.0
63,483.934,540.0
64,486.396,516.0
65,488.853,507.0
66,491.305,574.0
67,493.753,488.0
68,496.195,495.0
69,498.632,463.0
70,501.065,457.0
71,503.492,483.0
72,505.914,499.0
73,508.332,463.0
74,510.743,485.0
75,513.15,509.0
76,515.552,451.0
77,517.948,506.0
78,520.339,525.0
79,522.725,452.0
80,525.106,444.0
81,527.481,473.0
82,529.851,477.0
83,532.216,455.0
84,534.575,466.0
85,536.929,468.0
86,539.277,436.0
87,541.62,392.0
88,543.957,377.0
89,546.289,343.0
90,548.616,331.0
91,550.936,354.0
92,553.252,281.0
93,555.561,314.0
94,557.865,275.0
95,560.164,274.0
96,562.457,269.0
97,564.744,284.0
98,567.025,234.0
99,569.301,272.0
100,571.571,217.0
101,573.835,228.0
102,576.093,241.0
103,578.346,201.0
104,580.593,183.0
105,582.834,190.0
106,585.069,227.0
107,587.299,190.0
108,589.522,169.0
109,591.74,180.0
110,593.952,163.0
111,596.158,172.0
112,598.358,138.0
113,600.551,155.0
114,602.739,127.0
115,604.922,138.0
116,607.098,104.0
117,609.268,132.0
118,611.432,119.0
119,613.59,129.0
120,615.742,133.0
121,617.887,91.0
122,620.027,105.0
123,622.161,106.0
124,624.289,114.0
125,626.41,86.0
126,628.526,104.0
127,630.635,71.0
128,632.738,97.0
129,634.835,52.0
130,636.926,78.0
131,639.011,78.0
132,641.089,68.0
133,643.162,60.0
134,645.228,57.0
135,647.288,45.0
136,649.341,53.0
137,651.389,79.0
138,653.43,72.0
139,655.465,27.0
140,657.494,33.0
141,659.516,22.0
142,661.532,28.0
143,663.542,64.0
144,665.546,55.0
145,667.543,52.0
146,669.535,48.0
147,671.519,55.0
148,673.498,43.0
149,675.47,25.0
150,677.436,53.0
151,679.396,56.0
152,681.349,40.0
153,683.296,46.0
154,685.236,35.0
155,687.171,40.0
156,689.099,45.0
157,691.02,70.0
158,692.935,18.0
159,694.844,71.0
160,696.747,55.0
161,698.643,52.0
162,700.533,18.0
163,702.416,56.0
164,704.293,43.0
165,706.164,6.0
166,708.029,-14.0
167,709.887,8.0
168,711.738,38.0
169,713.584,0.0
170,715.423,11.0
