,Wavelength[nm],Average
0,320.469,0.090909
1,323.166,2.555556
2,325.861,5.727273
3,328.553,3.285714
4,331.243,1.45283
5,333.93,-20.200001
6,336.615,1.804348
7,339.297,0.824561
8,341.976,1.538462
9,344.653,1.588235
10,347.327,1.0
11,349.998,0.697368
12,352.666,12.0
13,355.331,0.930556
14,357.994,1.125
15,360.653,1.390244
16,363.309,-9.75
17,365.962,2.243902
18,368.612,1.606061
19,371.259,1.134615
20,373.903,1.12
21,376.543,1.25
22,379.18,2.055556
23,381.813,2.6
24,384.443,2.210526
25,387.07,3.9375
26,389.693,1.166667
27,392.313,2.333333
28,394.929,1.415094
29,397.541,1.732143
30,400.15,1.042857
31,402.755,1.465116
32,405.356,1.322581
33,407.954,1.163265
34,410.547,1.106557
35,413.137,1.124031
36,415.723,1.294872
37,418.305,0.913043
38,420.883,1.190031
39,423.457,1.073661
40,426.027,1.042056
41,428.593,1.067628
42,431.154,1.074451
43,433.712,1.053064
44,436.265,1.078856
45,438.814,1.074884
46,441.359,1.08546
47,443.9,1.074647
48,446.436,1.055098
49,448.967,1.026797
50,451.495,1.020827
51,454.018,1.017821
52,456.536,1.004999
53,459.05,1.019702
54,461.559,1.051612
55,464.064,1.025556
56,466.564,1.022601
57,469.06,1.031349
58,471.551,1.052016
59,474.037,1.054673
60,476.518,1.075404
61,478.995,1.0742
62,481.467,1.088453
63,483.934,1.115302
64,486.396,1.116478
65,488.853,1.120778
66,491.305,1.128364
67,493.753,1.129238
68,496.195,1.157583
69,498.632,1.181892
70,501.065,1.176996
71,503.492,1.203009
72,505.914,1.228508
73,508.332,1.207517
74,510.743,1.226317
75,513.15,1.258385
76,515.552,1.259899
77,517.948,1.273914
78,520.339,1.289151
79,522.725,1.296325
80,525.106,1.294046
81,527.481,1.317611
82,529.851,1.30577
83,532.216,1.296994
84,534.575,1.313545
85,536.929,1.3168
86,539.277,1.29912
87,541.62,1.319163
88,543.957,1.290705
89,546.289,1.311769
90,548.616,1.294126
91,550.936,1.303709
92,553.252,1.317334
93,555.561,1.324744
94,557.865,1.309475
95,560.164,1.335268
96,562.457,1.323634
97,564.744,1.304025
98,567.025,1.326287
99,569.301,1.332167
100,571.571,1.318886
101,573.835,1.351394
102,576.093,1.369685
103,578.346,1.358879
104,580.593,1.384872
105,582.834,1.368395
106,585.069,1.385881
107,587.299,1.381236
108,589.522,1.400681
109,591.74,1.378067
110,593.952,1.383847
111,596.158,1.372973
112,598.358,1.343148
113,600.551,1.357569
114,602.739,1.334105
115,604.922,1.347288
116,607.098,1.327505
117,609.268,1.329586
